epoch,train_loss,val_mae,lr
1,0.1105630822993558,127.214775,0.0005
2,0.07198449802295916,118.83962,0.0005
3,0.061484934954807675,128.2678,0.0005
4,0.05953685399787179,123.50931,0.0005
5,0.056391760578443265,124.24722,0.0005
6,0.05451499664321028,123.24807,0.0005
7,0.0519366670271446,120.49491,0.0005
8,0.0478223099148479,108.32626,0.0005
9,0.045476619539589716,105.74728,0.0005
10,0.0432838439812948,106.43083,0.0005
11,0.0411751344157704,98.55444,0.0005
12,0.03665981001766591,92.03511,0.0005
13,0.033167316546214035,83.29365,0.0005
14,0.030865226390546764,81.79005,0.0005
15,0.028906949378293138,86.16419,0.0005
16,0.025857139764160944,61.4197,0.0005
17,0.023774891834834527,56.439445,0.0005
18,0.023904795822655332,85.43407,0.0005
19,0.02126595670164659,63.258877,0.0005
20,0.01843986722865495,45.016014,0.0005
21,0.018228838718014544,46.89582,0.0005
22,0.0159110045542234,49.080734,0.0005
23,0.016606698053535717,50.326687,0.0005
24,0.015725279917362434,59.789944,0.0005
25,0.016903148546558004,53.052917,0.0005
26,0.015944586922254027,46.205006,0.00025
27,0.012463640004139522,41.984806,0.00025
28,0.012420109842486423,48.998577,0.00025
29,0.01157328834885667,45.927624,0.00025
30,0.011449458591383079,43.196236,0.00025
31,0.012065690845764917,46.335926,0.00025
32,0.011284461903289474,44.54393,0.00025
33,0.011119772647989207,46.86412,0.000125
34,0.010551840275654504,46.585464,0.000125
35,0.01063086375080306,54.88526,0.000125
36,0.010110148501678788,43.033146,0.000125
37,0.010096819445105463,51.652145,0.000125
38,0.00979399743714723,48.111893,0.000125
39,0.010057273786514997,47.560314,6.25e-05
40,0.009642827918688798,43.8729,6.25e-05
41,0.009655227274473372,45.10187,6.25e-05
42,0.009430855673191876,48.655838,6.25e-05
43,0.009368331059171208,49.210354,6.25e-05
44,0.009163534164364481,45.110584,6.25e-05
45,0.00915611261534023,46.7644,3.125e-05
46,0.009064007181160409,47.42406,3.125e-05
47,0.008961556832595119,45.293377,3.125e-05
