epoch,train_loss,val_mae,lr
1,0.14501693921870198,127.09661,0.0005
2,0.07673376194875815,116.399895,0.0005
3,0.0713198806705146,114.30513,0.0005
4,0.06615375862296285,119.3638,0.0005
5,0.061497093916967,116.50993,0.0005
6,0.06047543427296754,115.20418,0.0005
7,0.05687734831509919,122.19831,0.0005
8,0.05501371667045971,118.64006,0.0005
9,0.05350355559895779,116.11789,0.00025
10,0.050479317148183954,119.17,0.00025
11,0.050739666382814276,120.0288,0.00025
12,0.04840121630193858,112.11551,0.00025
13,0.048947624733735776,117.6218,0.00025
14,0.04798707263223056,118.16313,0.00025
15,0.04801406595727493,122.11727,0.00025
16,0.0466702565036971,118.63545,0.00025
17,0.045606888894890917,123.54905,0.00025
18,0.04598690999736046,125.20346,0.000125
19,0.04414721668280404,118.61418,0.000125
20,0.04339902128638892,122.96868,0.000125
21,0.04372292879069674,126.353836,0.000125
22,0.04296549705081973,126.032555,0.000125
23,0.04326967297699945,126.86423,0.000125
24,0.0429108659897385,128.42738,6.25e-05
25,0.041853257551275454,130.43994,6.25e-05
26,0.04143576770378598,128.68555,6.25e-05
27,0.041017504408955574,129.28009,6.25e-05
28,0.040680925522384975,128.86739,6.25e-05
29,0.040732545970842755,126.97014,6.25e-05
30,0.04066765269842641,130.42102,3.125e-05
31,0.04039298004374422,128.21878,3.125e-05
32,0.040086462323007915,129.91118,3.125e-05
