epoch,train_loss,val_mae,lr
1,0.1631091332127308,134.52234,0.0005
2,0.07743779210181072,119.96872,0.0005
3,0.07080571591083346,114.56391,0.0005
4,0.06776255170076058,115.9085,0.0005
5,0.06296875648971262,114.923904,0.0005
6,0.062100290481386516,115.44604,0.0005
7,0.05736509260946307,117.06544,0.0005
8,0.056862212332158255,117.55568,0.0005
9,0.05357991467262137,120.58413,0.00025
10,0.051030368062442745,119.83207,0.00025
11,0.049570363849915304,113.22705,0.00025
12,0.0490770871783125,114.76196,0.00025
13,0.047472375669869886,118.02246,0.00025
14,0.04812691848853539,117.36422,0.00025
15,0.0459806268456681,123.03252,0.00025
16,0.04619967160296851,116.04558,0.00025
17,0.0449370962150138,115.94874,0.000125
18,0.043356837833236,119.95798,0.000125
19,0.04381517898933641,117.46027,0.000125
20,0.04307975292462727,117.435455,0.000125
21,0.0425960638014407,115.44891,0.000125
22,0.04249295142704043,120.4315,0.000125
23,0.042153364304324675,117.84633,6.25e-05
24,0.04153739185682658,119.830605,6.25e-05
25,0.04111446526929222,119.15707,6.25e-05
26,0.04093291154452439,121.20413,6.25e-05
27,0.041051146092599834,116.69767,6.25e-05
28,0.040800126526376296,118.665596,6.25e-05
29,0.040541914323794434,119.06278,3.125e-05
30,0.04041395240045827,118.36284,3.125e-05
31,0.04000120969681904,118.97798,3.125e-05
