epoch,train_loss,val_mae,lr
1,0.19626791389392956,133.28697,0.0005
2,0.07655678782612085,119.40179,0.0005
3,0.06489847620416965,114.5708,0.0005
4,0.05836986584056701,119.43235,0.0005
5,0.05527840441625033,121.82666,0.0005
6,0.05308177920856646,116.408005,0.0005
7,0.05368278129026294,116.42024,0.0005
8,0.05269429200728025,114.85956,0.0005
9,0.049222771011825116,116.63904,0.00025
10,0.04748301367674555,116.68834,0.00025
11,0.047145449955548556,115.27422,0.00025
12,0.04595232428982854,117.1925,0.00025
13,0.044691241080207486,121.54719,0.00025
14,0.04426969454756805,110.01581,0.00025
15,0.04393428284674883,118.719604,0.00025
16,0.042780533499483554,117.618675,0.00025
17,0.04193941746572299,114.28141,0.00025
18,0.04196956467681697,119.64799,0.00025
19,0.04334084164085133,117.7023,0.00025
20,0.04098861511530621,115.82716,0.000125
21,0.039370692135500054,118.130264,0.000125
22,0.03900416987016797,115.415596,0.000125
23,0.039193407931764214,116.683014,0.000125
24,0.03850396702598248,117.34199,0.000125
25,0.03791519666888884,118.060356,0.000125
26,0.03726218497779753,118.772865,6.25e-05
27,0.036265968245321085,116.24584,6.25e-05
28,0.03675928219620671,117.59318,6.25e-05
29,0.036633345996961,115.152954,6.25e-05
30,0.03595004669789757,118.44492,6.25e-05
31,0.03546988628139453,120.23283,6.25e-05
32,0.0355364325057183,117.538124,3.125e-05
33,0.03491237503476441,118.54967,3.125e-05
34,0.03499014296435884,117.1281,3.125e-05
