epoch,train_loss,val_mae,lr
1,0.3405280772008394,306.83633,0.0003
2,0.2700460427685788,176.05109,0.0003
3,0.17759734392166138,147.47679,0.0003
4,0.13450633852105393,143.1207,0.0003
5,0.11520992572370328,135.85753,0.0003
6,0.10414210197172667,136.90437,0.0003
7,0.09656412899494171,133.15173,0.0003
8,0.09327580662150133,142.84161,0.0003
9,0.09027998423890064,135.4947,0.0003
10,0.08489327956187098,129.02974,0.0003
11,0.08324556248752694,132.85631,0.0003
12,0.07795826110400651,127.46224,0.0003
13,0.07357814790386903,124.51034,0.0003
14,0.07400107168053326,132.31853,0.0003
15,0.07546948543504665,125.91822,0.0003
16,0.06903500149124547,122.66871,0.0003
17,0.06998352157442193,120.67864,0.0003
18,0.07128090372211054,127.35211,0.0003
19,0.07163507903092786,125.90647,0.0003
20,0.06671433582117683,123.38553,0.0003
21,0.06668309161537572,129.91576,0.0003
22,0.06443869538213078,122.12061,0.0003
23,0.06276333096780275,123.5459,0.00015
24,0.06205133525164504,122.76587,0.00015
25,0.06060023135260532,124.37125,0.00015
26,0.060411264433672555,124.56001,0.00015
27,0.059201628361877645,121.57609,0.00015
28,0.058235642353170795,125.44035,0.00015
29,0.058459099382162094,121.814804,7.5e-05
30,0.05714983806798333,123.53298,7.5e-05
31,0.057864657750255184,121.62396,7.5e-05
32,0.05717634272418524,122.13173,7.5e-05
